"","action","dataset","accuracy","reward","total_reward","loss","iteration","mu","sigma","ucb_reward","controller","random"
"329","6-8-1-4-12-4-9-2","cifar100","0.0548","-0.034436232638123204","0.7495583666124955","4.016131401062012","29","","","2.5951091807422957","classic","0"
"330","1-16-9-4-1-64-24-4","cifar100","0.01","-0.07234898611049857","0.677209380501997","0.4470699429512024","30","","","1.8442335485675765","classic","0"
"331","1-8-3-64-9-8-3-4","cifar100","0.0862","0.018320811111601137","0.6955301916135981","5.627935886383057","31","","","2.620682050339242","classic","0"
"332","6-64-24-2-3-8-6-2","cifar100","0.0616","-0.00994335111071909","0.685586840502879","7.399112701416016","32","","","1.5200298029533776","classic","0"
"333","1-64-24-2-9-8-6-2","cifar100","0.0545","-0.015054680888575277","0.6705321596143037","0.760610818862915","33","","","2.6444309639188845","classic","0"
"334","6-8-24-2-12-4-9-2","cifar100","0.0498","-0.016743744710860223","0.6537884149034434","1.5447173118591309","34","","","2.6556959632518784","classic","0"
"335","1-8-9-4-1-64-24-4","cifar100","0.01","-0.05319499576868817","0.6005934191347553","1.2758634090423584","35","","","2.666588855256623","classic","0"
"336","6-64-24-8-6-8-3-2","cifar100","0.067","0.014444003385049461","0.6150374225198048","0.3653579354286194","36","","","2.677132398091701","classic","0"
"337","6-2-1-4-12-4-1-8","cifar100","0.0766","0.02115520270803957","0.6361926252278444","5.048520565032959","37","","","2.687347358509586","classic","0"
"338","6-8-1-4-12-16-9-2","cifar100","0.0316","-0.028075837833568346","0.608116787394276","1.4156392812728882","38","","","2.697252735553858","classic","0"
"339","1-8-9-4-1-8-24-4","cifar100","0.0939","0.039839329733145315","0.6479561171274213","0.6138090491294861","39","","","2.7068659538771573","classic","0"
"340","6-8-24-8-6-8-6-2","cifar100","0.0584","-0.0036285362134837393","0.6443275809139376","1.3455488681793213","40","","","2.716203031481239","classic","0"
"341","6-16-1-4-12-4-9-8","cifar100","0.1073","0.04599717102921302","0.6903247519431506","5.617080211639404","41","","","1.5734404059690998","classic","0"
"342","1-32-9-4-1-64-3-4","cifar100","0.01","-0.06050226317662959","0.629822488766521","0.4642019271850586","42","","","2.734106661519762","classic","0"
"343","6-32-1-64-1-8-3-64","cifar100","0.1824","0.1","0.729822488766521","0.9188288450241089","43","","","2.7426994424083593","classic","0"
"344","6-64-24-2-9-64-6-2","cifar100","0.01","-0.07320144843304295","0.656621040333478","9.623607635498047","44","","","2.751068750110859","classic","0"
"345","24-8-1-2-12-4-9-8","cifar100","0.1219","0.05333884125356564","0.7099598815870436","2.1964972019195557","45","","","2.7592254310839914","classic","0"
"346","1-16-9-4-1-64-24-4","cifar100","0.0733","-0.005928926997147477","0.7040309545898962","2.1995856761932373","46","","","1.5976318717587594","classic","0"
"347","12-8-1-2-3-2-1-32","cifar100","0.0416","-0.036443141597717985","0.6675878129921782","1.1801433563232422","47","","","2.7749405765565713","classic","0"
"348","6-64-24-2-9-8-3-16","cifar100","0.126","0.05524548672182561","0.7228332997140038","5.43102502822876","48","","","2.782517209617181","classic","0"
"349","6-8-1-2-12-4-9-8","cifar100","0.0898","0.007996389377460486","0.7308296890914643","0.8793110251426697","49","","","2.7899176683589166","classic","0"
"350","1-32-9-4-1-64-24-4","cifar100","0.0311","-0.05230288849803162","0.6785268005934326","3.812342882156372","50","","","1.3985748112682685","classic","0"
"351","1-16-9-16-3-64-9-32","cifar100","0.1869","0.1","0.7785268005934326","0.47107774019241333","51","","","2.804220259795698","classic","0"
"352","1-16-24-2-1-8-24-4","cifar100","0.0782","-0.017533848638740232","0.7609929519546924","0.34612274169921875","52","","","2.811136324898324","classic","0"
"353","6-16-24-2-9-64-3-2","cifar100","0.01","-0.08222707891099221","0.6787658730437002","1.3488770723342896","53","","","2.81790415505997","classic","0"
"354","6-64-24-2-12-8-9-2","cifar100","0.01","-0.06578166312879377","0.6129842099149064","3.9976072311401367","54","","","2.8245297118509036","classic","0"
"355","1-16-9-4-1-64-3-4","cifar100","0.0777","0.015074669496964996","0.6280588794118714","2.427588939666748","55","","","2.831018610052739","classic","0"
"356","12-8-1-8-24-2-3-32","cifar100","0.01","-0.05564026440242801","0.5724186150094435","2.687967300415039","56","","","2.837376143811444","classic","0"
"357","6-64-24-8-3-8-24-64","cifar100","0.01","-0.04451221152194241","0.5279064034875011","2.4328806400299072","57","","","2.8436073103839603","classic","0"
"358","24-16-24-8-1-64-3-8","cifar100","0.01","-0.03560976921755393","0.49229663426994713","4.726154327392578","58","","","2.849716831738346","classic","0"
"359","24-2-3-4-12-4-1-8","cifar100","0.0598","0.021312184625956847","0.5136088188959039","3.307711124420166","59","","","2.8557091742352614","classic","0"
"360","1-8-1-4-1-64-9-8","cifar100","0.0798","0.037049747700765474","0.5506585665966695","5.819198131561279","60","","","2.8615885665909766","classic","0"
"361","1-16-9-8-1-64-3-4","cifar100","0.0786","0.028439798160612387","0.5790983647572818","0.5444435477256775","61","","","2.867359016298207","classic","0"
"362","6-8-1-8-9-8-3-64","cifar100","0.1891","0.1","0.6790983647572818","1.86262047290802","62","","","2.8730243246603715","classic","0"
"363","6-64-24-2-3-8-6-2","cifar100","0.0515","-0.03099852917720807","0.6480998355800738","0.5823927521705627","63","","","1.4392940502884621","classic","0"
"364","9-32-3-2-24-64-3-2","cifar100","0.01","-0.06629882334176647","0.5818010122383073","2.3280911445617676","64","","","2.884053773201766","classic","0"
"365","1-16-1-32-24-32-9-8","cifar100","0.1676","0.1","0.6818010122383072","1.8006870746612549","65","","","2.889424603583086","classic","0"
"366","12-32-3-2-12-64-3-4","cifar100","0.0955","0.01154875306126947","0.6933497652995767","0.6066254377365112","66","","","2.8947036953810747","classic","0"
"367","6-8-1-64-1-64-24-8","cifar100","0.1021","0.01583900244901558","0.7091887677485923","1.924670934677124","67","","","2.899894004749472","classic","0"
"368","6-4-24-4-24-8-6-64","cifar100","0.1771","0.08767120195921248","0.7968599697078048","4.649099826812744","68","","","2.9049983494577436","classic","0"
"369","6-32-24-16-9-8-6-2","cifar100","0.0616","-0.04536303843263002","0.7514969312751748","5.854776859283447","69","","","2.910019417322592","classic","0"
"370","6-8-24-2-3-8-6-2","cifar100","0.0521","-0.045790430746104026","0.7057065005290708","23.48064613342285","70","","","2.9149597740103927","classic","0"
"371","6-32-24-2-9-8-6-2","cifar100","0.0651","-0.023632344596883223","0.6820741559321876","0.2970758378505707","71","","","2.9198218702658267","classic","0"
"372","6-8-24-2-3-8-6-2","cifar100","0.0538","-0.030205875677506586","0.651868280254681","0.8295334577560425","72","","","2.068010183489447","classic","0"
"373","9-32-24-2-9-8-6-2","cifar100","0.0562","-0.021764700542005258","0.6301035797126757","0.13908453285694122","73","","","2.9293205495979406","classic","0"
"374","6-8-24-2-3-8-6-2","cifar100","0.01","-0.06361176043360421","0.5664918192790716","2.3133554458618164","74","","","1.6939234719439897","classic","0"
"375","6-32-24-2-24-8-6-2","cifar100","0.01","-0.050889408346883366","0.5156024109321882","1.9532239437103271","75","","","2.9385330059525656","classic","0"
"376","6-32-3-2-9-8-6-2","cifar100","0.0489","-0.0018115266775066974","0.5137908842546814","8.532495498657227","76","","","2.94303698253567","classic","0"
"377","6-8-24-2-3-8-6-2","cifar100","0.01","-0.04034922134200535","0.4734416629126761","1.2057065963745117","77","","","1.4737376669295124","classic","0"
"378","9-32-24-2-9-8-6-2","cifar100","0.01","-0.03227937707360429","0.4411622858390718","5.491067409515381","78","","","2.08727305992522","classic","0"
"379","6-8-24-2-3-8-6-2","cifar100","0.0594","0.023576498341116567","0.4647387841801884","1.4400112628936768","79","","","1.3220359832420632","classic","0"
"380","6-32-24-2-9-8-6-2","cifar100","0.01","-0.030538801327106742","0.43419998285308165","0.4545508623123169","80","","","2.093329079402921","classic","0"
"381","6-8-24-2-3-8-6-2","cifar100","0.0547","0.020268958938314603","0.45446894179139624","3.7162814140319824","81","","","1.2102959906117234","classic","0"
"382","6-32-24-2-24-8-6-2","cifar100","0.01","-0.028484832849348315","0.4259841089420479","1.249436855316162","82","","","2.0992187230644292","classic","0"
"383","6-32-24-2-9-8-6-2","cifar100","0.01","-0.022787866279478652","0.40319624266256926","2.648404836654663","83","","","1.7163606085351253","classic","0"
"384","6-8-24-2-3-8-6-2","cifar100","0.01","-0.018230293023582922","0.38496594963898634","0.709357500076294","84","","","1.1251433938891413","classic","0"
"385","9-32-3-2-24-8-3-2","cifar100","0.01","-0.014584234418866337","0.37038171522012","2.387221097946167","85","","","2.980822455796493","classic","0"
"386","9-32-3-64-24-64-3-2","cifar100","0.0668","0.04513261246490693","0.4155143276850269","0.29877182841300964","86","","","2.984743639327675","classic","0"
"387","6-2-1-4-24-64-3-4","cifar100","0.1011","0.07040608997192555","0.48592041765695243","21.460607528686523","87","","","2.988614434367399","classic","0"
"388","6-16-1-16-12-64-6-64","cifar100","0.2837","0.1","0.5859204176569525","6.448244571685791","88","","","2.9924360693181757","classic","0"
"389","6-16-24-2-9-8-6-8","cifar100","0.1344","0.041839897582032354","0.6277603152389848","1.044577717781067","89","","","2.996209728884859","classic","0"
"390","6-64-24-2-9-64-6-8","cifar100","0.01","-0.0909280819343741","0.5368322333046107","1.9811819791793823","90","","","2.9999365561059004","classic","0"
"391","9-8-12-16-6-8-24-2","cifar100","0.01","-0.07274246554749929","0.4640897677571114","1.0948195457458496","91","","","3.003617654268549","classic","0"
"392","12-32-3-64-9-64-3-8","cifar100","0.01","-0.05819397243799943","0.40589579531911196","2.668186902999878","92","","","3.0072540887158308","classic","0"
"393","9-8-24-32-6-16-24-64","cifar100","0.2689","0.1","0.505895795319112","1.3217699527740479","93","","","3.0108468885525403","classic","0"
"394","6-64-24-2-24-64-6-2","cifar100","0.0596","-0.03942414236031962","0.4664716529587924","0.6913881897926331","94","","","3.014397048256916","classic","0"
"395","6-16-6-64-6-8-3-32","cifar100","0.1921","0.1","0.5664716529587924","0.8203023076057434","95","","","3.0179055292041665","classic","0"
"396","6-2-1-4-12-16-24-64","cifar100","0.1737","0.06236854888939544","0.6288402018481879","5.986710071563721","96","","","3.0213732611075503","classic","0"
"397","12-16-1-4-1-16-9-2","cifar100","0.0512","-0.07260516088848365","0.5562350409597042","0.3776100277900696","97","","","3.024801143382283","classic","0"
"398","1-32-9-2-1-64-24-4","cifar100","0.01","-0.09928412871078693","0.45695091224891726","1.072325348854065","98","","","3.028190046437169","classic","0"
"399","6-64-24-32-9-16-6-16","cifar100","0.2591","0.1","0.5569509122489172","1.930848479270935","99","","","3.0315408128984807","classic","0"
"400","6-64-24-32-9-16-6-16","cifar100","0.2591","0.1","0.5569509122489172","1.930848479270935","99","","","3.0315408128984807","classic","0"
